ORF,Name,Allele,Strain ID,Num_cells,Num_cells_outliers,Penetrance,normal,Cluster_normal-0,Cluster_normal-1,Cluster_normal-10,Cluster_normal-2,Cluster_normal-3,Cluster_normal-4,Cluster_normal-5,Cluster_normal-6,Cluster_normal-7,Cluster_normal-8,Cluster_normal-9
YDL077C,VAM6,,dma649,78,23,0.2948717948717949,1.0,0.0,0.0,0.0,0.0,0.217391304347826,0.782608695652174,0.0,0.0,0.0,0.0,0.0
YDL074C,BRE1,,dma651,180,73,0.4055555555555555,1.0,0.0,0.0,0.0,0.0684931506849315,0.0136986301369863,0.273972602739726,0.0136986301369863,0.0684931506849315,0.0547945205479452,0.5068493150684932,0.0
YDL232W,OST4,ost4-supp2,dma805,66,22,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.6818181818181818,0.0,0.0,0.0,0.2272727272727272,0.0
YDR076W,RAD55,,dma885,148,34,0.2297297297297297,1.0,0.0,0.0,0.0,0.0294117647058823,0.0294117647058823,0.6470588235294118,0.0294117647058823,0.0,0.0,0.2647058823529412,0.0
YDR369C,XRS2,,dma1097,96,22,0.2291666666666666,1.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.5,0.0909090909090909,0.0,0.0,0.3181818181818182,0.0
YDR186C,,,dma966,81,21,0.2592592592592592,1.0,0.0,0.0,0.0,0.1428571428571428,0.0476190476190476,0.4761904761904761,0.0,0.0,0.0,0.3333333333333333,0.0
YDR414C,ERD1,,dma1135,132,33,0.25,1.0,0.0,0.0,0.0,0.0303030303030303,0.1212121212121212,0.3939393939393939,0.0,0.0,0.0,0.4545454545454545,0.0
YDR455C,,,dma1179,53,27,0.5094339622641509,1.0,0.0,0.0,0.0,0.0,0.074074074074074,0.4074074074074074,0.1111111111111111,0.037037037037037,0.037037037037037,0.3333333333333333,0.0
YER111C,SWI4,,dma1394,108,36,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.3888888888888889,0.0555555555555555,0.0555555555555555,0.2222222222222222,0.1944444444444444,0.0277777777777777
YGL211W,NCS6,,dma1733,90,27,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.3703703703703703,0.037037037037037,0.037037037037037,0.0,0.5185185185185185,0.037037037037037
YIL049W,DFG10,,dma2291,1594,595,0.3732747804265997,1.0,0.0,0.0,0.0,0.0991596638655462,0.0084033613445378,0.6369747899159663,0.0016806722689075,0.0,0.0033613445378151,0.2504201680672269,0.0
YKL069W,,,dma2802,117,59,0.5042735042735043,1.0,0.0677966101694915,0.0,0.0,0.0,0.0677966101694915,0.288135593220339,0.1525423728813559,0.0508474576271186,0.0847457627118644,0.2542372881355932,0.0338983050847457
YJR118C,ILM1,,dma2723,508,194,0.3818897637795275,1.0,0.0103092783505154,0.0,0.0,0.0670103092783505,0.0051546391752577,0.1030927835051546,0.1237113402061855,0.0670103092783505,0.0360824742268041,0.5824742268041238,0.0051546391752577
YKR093W,PTR2,,dma3024,964,555,0.5757261410788381,1.0,0.0,0.0,0.0,0.0,0.1387387387387387,0.7135135135135136,0.0018018018018018,0.0,0.0,0.0036036036036036,0.1423423423423423
