Complex	ORF
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YGL226W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YGL191W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YGL187C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YGR183C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YHR001W-A
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YHR051W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YIL111W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YJL166W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YJL045W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YJR048W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YKL148C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YKL141W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YLR163C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YLR164W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YLR395C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YML120C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YMR118C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YMR256C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YNL052W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YOL071W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YOR065W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YOR125C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YOR297C
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YPR140W
mitochondrial ATP synthesis coupled electron transport	GO:0042775	YPR191W
maintenance of protein location	GO:0045185	YAL007C
maintenance of protein location	GO:0045185	YAR002C-A
maintenance of protein location	GO:0045185	YBL040C
maintenance of protein location	GO:0045185	YBR097W
maintenance of protein location	GO:0045185	YCL027W
maintenance of protein location	GO:0045185	YCL001W
maintenance of protein location	GO:0045185	YDL018C
maintenance of protein location	GO:0045185	YDR009W
maintenance of protein location	GO:0045185	YDR150W
maintenance of protein location	GO:0045185	YDR414C
maintenance of protein location	GO:0045185	YER140W
maintenance of protein location	GO:0045185	YFL025C
maintenance of protein location	GO:0045185	YGL200C
maintenance of protein location	GO:0045185	YGR080W
maintenance of protein location	GO:0045185	YGR152C
maintenance of protein location	GO:0045185	YGR221C
maintenance of protein location	GO:0045185	YHR105W
maintenance of protein location	GO:0045185	YHR181W
maintenance of protein location	GO:0045185	YIL005W
maintenance of protein location	GO:0045185	YJL157C
maintenance of protein location	GO:0045185	YJL154C
maintenance of protein location	GO:0045185	YJL110C
maintenance of protein location	GO:0045185	YJL053W
maintenance of protein location	GO:0045185	YKL193C
maintenance of protein location	GO:0045185	YKL002W
maintenance of protein location	GO:0045185	YKR001C
maintenance of protein location	GO:0045185	YKR078W
maintenance of protein location	GO:0045185	YLL040C
maintenance of protein location	GO:0045185	YLR011W
maintenance of protein location	GO:0045185	YLR417W
maintenance of protein location	GO:0045185	YNL229C
maintenance of protein location	GO:0045185	YNL197C
maintenance of protein location	GO:0045185	YNL152W
maintenance of protein location	GO:0045185	YNR006W
maintenance of protein location	GO:0045185	YOR016C
maintenance of protein location	GO:0045185	YOR069W
maintenance of protein location	GO:0045185	YOR122C
maintenance of protein location	GO:0045185	YOR230W
maintenance of protein location	GO:0045185	YPR173C
RNA 5'-end processing	GO:0000966	YBL004W
RNA 5'-end processing	GO:0000966	YCR057C
RNA 5'-end processing	GO:0000966	YDL153C
RNA 5'-end processing	GO:0000966	YDL148C
RNA 5'-end processing	GO:0000966	YDR339C
RNA 5'-end processing	GO:0000966	YDR449C
RNA 5'-end processing	GO:0000966	YDR457W
RNA 5'-end processing	GO:0000966	YER082C
RNA 5'-end processing	GO:0000966	YFR001W
RNA 5'-end processing	GO:0000966	YGL171W
RNA 5'-end processing	GO:0000966	YGR024C
RNA 5'-end processing	GO:0000966	YGR251W
RNA 5'-end processing	GO:0000966	YHR169W
RNA 5'-end processing	GO:0000966	YJL109C
RNA 5'-end processing	GO:0000966	YJL069C
RNA 5'-end processing	GO:0000966	YJL010C
RNA 5'-end processing	GO:0000966	YJR002W
RNA 5'-end processing	GO:0000966	YKL099C
RNA 5'-end processing	GO:0000966	YLR051C
RNA 5'-end processing	GO:0000966	YLR129W
RNA 5'-end processing	GO:0000966	YLR186W
RNA 5'-end processing	GO:0000966	YLR222C
RNA 5'-end processing	GO:0000966	YML093W
RNA 5'-end processing	GO:0000966	YML091C
RNA 5'-end processing	GO:0000966	YMR229C
RNA 5'-end processing	GO:0000966	YNL221C
RNA 5'-end processing	GO:0000966	YNL002C
RNA 5'-end processing	GO:0000966	YNR054C
RNA 5'-end processing	GO:0000966	YOL077C
RNA 5'-end processing	GO:0000966	YOL010W
RNA 5'-end processing	GO:0000966	YOR004W
RNA 5'-end processing	GO:0000966	YOR017W
RNA 5'-end processing	GO:0000966	YOR078W
RNA 5'-end processing	GO:0000966	YOR145C
RNA 5'-end processing	GO:0000966	YOR310C
RNA 5'-end processing	GO:0000966	YPL217C
RNA 5'-end processing	GO:0000966	YPR112C
RNA 5'-end processing	GO:0000966	YPR144C
DNA strand elongation	GO:0022616	YBL035C
DNA strand elongation	GO:0022616	YBL023C
DNA strand elongation	GO:0022616	YBR087W
DNA strand elongation	GO:0022616	YBR088C
DNA strand elongation	GO:0022616	YBR202W
DNA strand elongation	GO:0022616	YBR278W
DNA strand elongation	GO:0022616	YDL164C
DNA strand elongation	GO:0022616	YDL102W
DNA strand elongation	GO:0022616	YDR013W
DNA strand elongation	GO:0022616	YDR121W
DNA strand elongation	GO:0022616	YDR279W
DNA strand elongation	GO:0022616	YEL032W
DNA strand elongation	GO:0022616	YGL201C
DNA strand elongation	GO:0022616	YGL175C
DNA strand elongation	GO:0022616	YHR164C
DNA strand elongation	GO:0022616	YIL150C
DNA strand elongation	GO:0022616	YIR002C
DNA strand elongation	GO:0022616	YIR008C
DNA strand elongation	GO:0022616	YJR006W
DNA strand elongation	GO:0022616	YJR043C
DNA strand elongation	GO:0022616	YJR068W
DNA strand elongation	GO:0022616	YKL113C
DNA strand elongation	GO:0022616	YKL045W
DNA strand elongation	GO:0022616	YKL017C
DNA strand elongation	GO:0022616	YLR154C
DNA strand elongation	GO:0022616	YMR190C
DNA strand elongation	GO:0022616	YMR234W
DNA strand elongation	GO:0022616	YNL290W
DNA strand elongation	GO:0022616	YNL262W
DNA strand elongation	GO:0022616	YNL218W
DNA strand elongation	GO:0022616	YNL102W
DNA strand elongation	GO:0022616	YNL088W
DNA strand elongation	GO:0022616	YNL072W
DNA strand elongation	GO:0022616	YOL094C
DNA strand elongation	GO:0022616	YOL006C
DNA strand elongation	GO:0022616	YOR005C
DNA strand elongation	GO:0022616	YOR033C
DNA strand elongation	GO:0022616	YOR217W
DNA strand elongation	GO:0022616	YPR019W
DNA replication initiation	GO:0006270	YBL035C
DNA replication initiation	GO:0006270	YBL023C
DNA replication initiation	GO:0006270	YBR060C
DNA replication initiation	GO:0006270	YBR202W
DNA replication initiation	GO:0006270	YBR275C
DNA replication initiation	GO:0006270	YDL017W
DNA replication initiation	GO:0006270	YDR052C
DNA replication initiation	GO:0006270	YDR099W
DNA replication initiation	GO:0006270	YDR226W
DNA replication initiation	GO:0006270	YDR489W
DNA replication initiation	GO:0006270	YEL032W
DNA replication initiation	GO:0006270	YGL201C
DNA replication initiation	GO:0006270	YGL113W
DNA replication initiation	GO:0006270	YHR118C
DNA replication initiation	GO:0006270	YHR154W
DNA replication initiation	GO:0006270	YIL150C
DNA replication initiation	GO:0006270	YIL046W
DNA replication initiation	GO:0006270	YIR008C
DNA replication initiation	GO:0006270	YJL194W
DNA replication initiation	GO:0006270	YJL090C
DNA replication initiation	GO:0006270	YJL072C
DNA replication initiation	GO:0006270	YKL108W
DNA replication initiation	GO:0006270	YKL045W
DNA replication initiation	GO:0006270	YLL004W
DNA replication initiation	GO:0006270	YLR002C
DNA replication initiation	GO:0006270	YLR103C
DNA replication initiation	GO:0006270	YLR117C
DNA replication initiation	GO:0006270	YLR274W
DNA replication initiation	GO:0006270	YLR330W
DNA replication initiation	GO:0006270	YLR381W
DNA replication initiation	GO:0006270	YML065W
DNA replication initiation	GO:0006270	YMR043W
DNA replication initiation	GO:0006270	YMR078C
DNA replication initiation	GO:0006270	YNL261W
DNA replication initiation	GO:0006270	YNL102W
DNA replication initiation	GO:0006270	YPL153C
DNA replication initiation	GO:0006270	YPR019W
DNA replication initiation	GO:0006270	YPR135W
DNA replication initiation	GO:0006270	YPR162C
mitotic sister chromatid cohesion	GO:0007064	YBR088C
mitotic sister chromatid cohesion	GO:0007064	YBR107C
mitotic sister chromatid cohesion	GO:0007064	YCL061C
mitotic sister chromatid cohesion	GO:0007064	YCL016C
mitotic sister chromatid cohesion	GO:0007064	YDL003W
mitotic sister chromatid cohesion	GO:0007064	YDR014W
mitotic sister chromatid cohesion	GO:0007064	YDR180W
mitotic sister chromatid cohesion	GO:0007064	YDR254W
mitotic sister chromatid cohesion	GO:0007064	YDR318W
mitotic sister chromatid cohesion	GO:0007064	YDR363W
mitotic sister chromatid cohesion	GO:0007064	YDR419W
mitotic sister chromatid cohesion	GO:0007064	YER016W
mitotic sister chromatid cohesion	GO:0007064	YER147C
mitotic sister chromatid cohesion	GO:0007064	YFL008W
mitotic sister chromatid cohesion	GO:0007064	YFR027W
mitotic sister chromatid cohesion	GO:0007064	YGL071W
mitotic sister chromatid cohesion	GO:0007064	YHR191C
mitotic sister chromatid cohesion	GO:0007064	YIL026C
mitotic sister chromatid cohesion	GO:0007064	YJL074C
mitotic sister chromatid cohesion	GO:0007064	YJL019W
mitotic sister chromatid cohesion	GO:0007064	YJR072C
mitotic sister chromatid cohesion	GO:0007064	YJR135C
mitotic sister chromatid cohesion	GO:0007064	YLR234W
mitotic sister chromatid cohesion	GO:0007064	YLR243W
mitotic sister chromatid cohesion	GO:0007064	YLR381W
mitotic sister chromatid cohesion	GO:0007064	YMR048W
mitotic sister chromatid cohesion	GO:0007064	YMR076C
mitotic sister chromatid cohesion	GO:0007064	YMR078C
mitotic sister chromatid cohesion	GO:0007064	YNL273W
mitotic sister chromatid cohesion	GO:0007064	YNL262W
mitotic sister chromatid cohesion	GO:0007064	YOR144C
mitotic sister chromatid cohesion	GO:0007064	YOR262W
mitotic sister chromatid cohesion	GO:0007064	YPL253C
mitotic sister chromatid cohesion	GO:0007064	YPL024W
mitotic sister chromatid cohesion	GO:0007064	YPL018W
mitotic sister chromatid cohesion	GO:0007064	YPL008W
mitotic sister chromatid cohesion	GO:0007064	YPR046W
mitotic sister chromatid cohesion	GO:0007064	YPR135W
mitotic sister chromatid cohesion	GO:0007064	YPR141C
ATP synthesis coupled electron transport	GO:0042773	Q0105
ATP synthesis coupled electron transport	GO:0042773	Q0045
ATP synthesis coupled electron transport	GO:0042773	Q0250
ATP synthesis coupled electron transport	GO:0042773	Q0060
ATP synthesis coupled electron transport	GO:0042773	Q0065
ATP synthesis coupled electron transport	GO:0042773	Q0070
ATP synthesis coupled electron transport	GO:0042773	Q0275
ATP synthesis coupled electron transport	GO:0042773	YBL045C
ATP synthesis coupled electron transport	GO:0042773	YDL067C
ATP synthesis coupled electron transport	GO:0042773	YDR178W
ATP synthesis coupled electron transport	GO:0042773	YDR529C
ATP synthesis coupled electron transport	GO:0042773	YEL039C
ATP synthesis coupled electron transport	GO:0042773	YEL024W
ATP synthesis coupled electron transport	GO:0042773	YFR033C
ATP synthesis coupled electron transport	GO:0042773	YGL226W
ATP synthesis coupled electron transport	GO:0042773	YGL191W
ATP synthesis coupled electron transport	GO:0042773	YGL187C
ATP synthesis coupled electron transport	GO:0042773	YGR183C
ATP synthesis coupled electron transport	GO:0042773	YHR001W-A
ATP synthesis coupled electron transport	GO:0042773	YHR051W
ATP synthesis coupled electron transport	GO:0042773	YIL111W
ATP synthesis coupled electron transport	GO:0042773	YJL166W
ATP synthesis coupled electron transport	GO:0042773	YJL045W
ATP synthesis coupled electron transport	GO:0042773	YJR048W
ATP synthesis coupled electron transport	GO:0042773	YKL148C
ATP synthesis coupled electron transport	GO:0042773	YKL141W
ATP synthesis coupled electron transport	GO:0042773	YLR163C
ATP synthesis coupled electron transport	GO:0042773	YLR164W
ATP synthesis coupled electron transport	GO:0042773	YLR395C
ATP synthesis coupled electron transport	GO:0042773	YML120C
ATP synthesis coupled electron transport	GO:0042773	YMR118C
ATP synthesis coupled electron transport	GO:0042773	YMR256C
ATP synthesis coupled electron transport	GO:0042773	YNL052W
ATP synthesis coupled electron transport	GO:0042773	YOL071W
ATP synthesis coupled electron transport	GO:0042773	YOR065W
ATP synthesis coupled electron transport	GO:0042773	YOR125C
ATP synthesis coupled electron transport	GO:0042773	YOR297C
ATP synthesis coupled electron transport	GO:0042773	YPR140W
ATP synthesis coupled electron transport	GO:0042773	YPR191W
vesicle fusion	GO:0006906	YAL030W
vesicle fusion	GO:0006906	YAL014C
vesicle fusion	GO:0006906	YBL050W
vesicle fusion	GO:0006906	YBR080C
vesicle fusion	GO:0006906	YDL058W
vesicle fusion	GO:0006906	YDR189W
vesicle fusion	GO:0006906	YDR323C
vesicle fusion	GO:0006906	YDR468C
vesicle fusion	GO:0006906	YDR498C
vesicle fusion	GO:0006906	YFL038C
vesicle fusion	GO:0006906	YFL005W
vesicle fusion	GO:0006906	YGL212W
vesicle fusion	GO:0006906	YGL098W
vesicle fusion	GO:0006906	YGL095C
vesicle fusion	GO:0006906	YGL023C
vesicle fusion	GO:0006906	YGR009C
vesicle fusion	GO:0006906	YGR172C
vesicle fusion	GO:0006906	YHL031C
vesicle fusion	GO:0006906	YHR022C
vesicle fusion	GO:0006906	YIL004C
vesicle fusion	GO:0006906	YKL196C
vesicle fusion	GO:0006906	YKL006C-A
vesicle fusion	GO:0006906	YLR026C
vesicle fusion	GO:0006906	YLR078C
vesicle fusion	GO:0006906	YLR093C
vesicle fusion	GO:0006906	YLR268W
vesicle fusion	GO:0006906	YLR360W
vesicle fusion	GO:0006906	YLR396C
vesicle fusion	GO:0006906	YML001W
vesicle fusion	GO:0006906	YMR017W
vesicle fusion	GO:0006906	YMR183C
vesicle fusion	GO:0006906	YMR197C
vesicle fusion	GO:0006906	YOL018C
vesicle fusion	GO:0006906	YOR036W
vesicle fusion	GO:0006906	YOR075W
vesicle fusion	GO:0006906	YOR106W
vesicle fusion	GO:0006906	YOR327C
vesicle fusion	GO:0006906	YPL232W
vesicle fusion	GO:0006906	YPL204W
regulation of cell growth	GO:0001558	YBR057C
regulation of cell growth	GO:0001558	YBR066C
regulation of cell growth	GO:0001558	YBR083W
regulation of cell growth	GO:0001558	YDR043C
regulation of cell growth	GO:0001558	YDR422C
regulation of cell growth	GO:0001558	YDR477W
regulation of cell growth	GO:0001558	YDR480W
regulation of cell growth	GO:0001558	YER027C
regulation of cell growth	GO:0001558	YER093C
regulation of cell growth	GO:0001558	YER109C
regulation of cell growth	GO:0001558	YER110C
regulation of cell growth	GO:0001558	YGL208W
regulation of cell growth	GO:0001558	YGL192W
regulation of cell growth	GO:0001558	YHR082C
regulation of cell growth	GO:0001558	YHR111W
regulation of cell growth	GO:0001558	YHR186C
regulation of cell growth	GO:0001558	YIL131C
regulation of cell growth	GO:0001558	YIL105C
regulation of cell growth	GO:0001558	YJL058C
regulation of cell growth	GO:0001558	YJR066W
regulation of cell growth	GO:0001558	YKL203C
regulation of cell growth	GO:0001558	YKL185W
regulation of cell growth	GO:0001558	YKL043W
regulation of cell growth	GO:0001558	YLR229C
regulation of cell growth	GO:0001558	YMR068W
regulation of cell growth	GO:0001558	YMR164C
regulation of cell growth	GO:0001558	YNL196C
regulation of cell growth	GO:0001558	YNL098C
regulation of cell growth	GO:0001558	YNL076W
regulation of cell growth	GO:0001558	YNL068C
regulation of cell growth	GO:0001558	YNL047C
regulation of cell growth	GO:0001558	YNL006W
regulation of cell growth	GO:0001558	YOL116W
regulation of cell growth	GO:0001558	YOL078W
