ORF,Name,Allele,Strain ID,Num_cells,Num_cells_outliers,Penetrance,normal,Cluster_normal-0,Cluster_normal-1,Cluster_normal-10,Cluster_normal-11,Cluster_normal-2,Cluster_normal-3,Cluster_normal-4,Cluster_normal-5,Cluster_normal-6,Cluster_normal-7,Cluster_normal-8,Cluster_normal-9
YMR117C,SPC24,spc24-9,tsa293-37C,1296,276,0.2129629629629629,1.0,0.036231884057971,0.1268115942028985,0.0579710144927536,0.0760869565217391,0.0471014492753623,0.1123188405797101,0.0978260869565217,0.1123188405797101,0.1123188405797101,0.0507246376811594,0.0326086956521739,0.1376811594202898
YER013W,PRP22,prp22-1,tsa237-37C,1438,540,0.3755215577190542,1.0,0.0407407407407407,0.1148148148148148,0.0462962962962962,0.1,0.0222222222222222,0.1907407407407407,0.1333333333333333,0.1148148148148148,0.0518518518518518,0.0351851851851851,0.037037037037037,0.1129629629629629
YFR028C,CDC14,cdc14-3,tsa146-37C,1850,272,0.147027027027027,1.0,0.0588235294117647,0.1727941176470588,0.1029411764705882,0.0330882352941176,0.0514705882352941,0.0514705882352941,0.1433823529411764,0.2022058823529411,0.0845588235294117,0.025735294117647,0.0441176470588235,0.0294117647058823
YDR166C,SEC5,sec5-24,tsa51-37C,815,455,0.558282208588957,1.0,0.0505494505494505,0.2285714285714285,0.2989010989010989,0.0593406593406593,0.0175824175824175,0.0395604395604395,0.1164835164835164,0.1010989010989011,0.0131868131868131,0.0461538461538461,0.0219780219780219,0.0065934065934065
YDR498C,SEC20,sec20-1,tsa55-37C,556,319,0.5737410071942446,1.0,0.0219435736677116,0.1253918495297805,0.231974921630094,0.0877742946708464,0.0282131661442006,0.0470219435736677,0.115987460815047,0.1410658307210031,0.0094043887147335,0.1034482758620689,0.0501567398119122,0.0376175548589341
YDL030W,PRP9,prp9-ts,tsa361-37C,1496,378,0.2526737967914438,1.0,0.0264550264550264,0.1984126984126984,0.074074074074074,0.1243386243386243,0.0291005291005291,0.119047619047619,0.1058201058201058,0.119047619047619,0.0608465608465608,0.037037037037037,0.0608465608465608,0.0449735449735449
YOR157C,PUP1,pup1-1,tsa268-37C,1267,271,0.2138910812943962,1.0,0.03690036900369,0.1808118081180811,0.1254612546125461,0.059040590405904,0.051660516605166,0.051660516605166,0.1291512915129151,0.1143911439114391,0.084870848708487,0.070110701107011,0.084870848708487,0.011070110701107
YOR326W,MYO2,myo2-14,tsa269-37C,782,235,0.3005115089514066,1.0,0.0808510638297872,0.2638297872340425,0.0595744680851063,0.076595744680851,0.0425531914893617,0.076595744680851,0.0680851063829787,0.1063829787234042,0.1276595744680851,0.0468085106382978,0.0382978723404255,0.0127659574468085
YPL228W,CET1,cet1-1,tsa270-37C,1533,263,0.1715590345727332,1.0,0.0684410646387832,0.182509505703422,0.0798479087452471,0.0760456273764258,0.026615969581749,0.0836501901140684,0.1482889733840304,0.1254752851711026,0.1064638783269961,0.0418250950570342,0.0418250950570342,0.0190114068441064
YDL043C,PRP11,prp11-ts,tsa369-37C,1394,492,0.3529411764705882,1.0,0.0223577235772357,0.1747967479674796,0.1158536585365853,0.1077235772357723,0.016260162601626,0.089430894308943,0.1768292682926829,0.1402439024390244,0.0345528455284552,0.0752032520325203,0.0304878048780487,0.016260162601626
YBR237W,PRP5,prp5-1,tsa117-37C,1374,423,0.3078602620087336,1.0,0.0141843971631205,0.1702127659574468,0.0614657210401891,0.0874704491725768,0.0118203309692671,0.2033096926713948,0.1560283687943262,0.1134751773049645,0.0567375886524822,0.0307328605200945,0.0330969267139479,0.0614657210401891
YMR235C,RNA1,rna1-1,tsa118-37C,1411,529,0.3749114103472714,1.0,0.0302457466918714,0.1890359168241966,0.1568998109640831,0.0793950850661625,0.0207939508506616,0.1134215500945179,0.1531190926275992,0.1247637051039697,0.0321361058601134,0.0415879017013232,0.0453686200378071,0.0132325141776937
YNR026C,SEC12,sec12-1,tsa305-37C,855,490,0.5730994152046783,1.0,0.0571428571428571,0.2142857142857142,0.2408163265306122,0.0897959183673469,0.046938775510204,0.0346938775510204,0.1,0.1061224489795918,0.0081632653061224,0.073469387755102,0.0244897959183673,0.0040816326530612
YBR109C,CMD1,cmd1-1,tsa154-37C,1112,372,0.3345323741007194,1.0,0.0241935483870967,0.1854838709677419,0.0940860215053763,0.1424731182795699,0.0241935483870967,0.0913978494623656,0.1209677419354838,0.1236559139784946,0.0725806451612903,0.0268817204301075,0.053763440860215,0.0403225806451612
YNR011C,PRP2,prp2-1,tsa338-37C,1867,516,0.2763792179967863,1.0,0.0310077519379844,0.1356589147286821,0.0891472868217054,0.0910852713178294,0.0387596899224806,0.1472868217054263,0.1201550387596899,0.1375968992248062,0.0523255813953488,0.067829457364341,0.0445736434108527,0.0445736434108527
YLL036C,PRP19,prp19-1,tsa247-37C,858,207,0.2412587412587412,1.0,0.0483091787439613,0.1497584541062802,0.038647342995169,0.0483091787439613,0.0144927536231884,0.1545893719806763,0.1400966183574879,0.1400966183574879,0.1304347826086956,0.0338164251207729,0.0531400966183574,0.0483091787439613
YDR189W,SLY1,sly1-ts,tsa251-37C,1042,603,0.5786948176583493,1.0,0.0248756218905472,0.1674958540630182,0.2752902155887231,0.0845771144278607,0.033167495854063,0.0348258706467661,0.1127694859038142,0.1293532338308457,0.0199004975124378,0.0829187396351575,0.0265339966832504,0.0082918739635157
YBL076C,ILS1,ils1-1,tsa275-37C,1567,428,0.2731333758774729,1.0,0.0514018691588785,0.2009345794392523,0.1074766355140186,0.0233644859813084,0.0467289719626168,0.0537383177570093,0.1214953271028037,0.2009345794392523,0.0420560747663551,0.1004672897196261,0.0350467289719626,0.0163551401869158
