ORF,Name,Allele,Strain ID,Num_cells,Num_cells_outliers,Penetrance,normal,Cluster_normal-0,Cluster_normal-1,Cluster_normal-10,Cluster_normal-2,Cluster_normal-3,Cluster_normal-4,Cluster_normal-5,Cluster_normal-6,Cluster_normal-7,Cluster_normal-8,Cluster_normal-9
YIL068C,SEC6,sec6-4,tsa38-37C,784,534,0.6811224489795918,1.0,0.0074906367041198,0.0,0.1292134831460674,0.0355805243445692,0.0018726591760299,0.0,0.0149812734082397,0.0,0.4419475655430712,0.3295880149812734,0.0393258426966292
YGL233W,SEC15,sec15-1,tsa40-37C,648,411,0.6342592592592593,1.0,0.0,0.0,0.0510948905109489,0.0121654501216545,0.0,0.0024330900243309,0.0340632603406326,0.0,0.6545012165450121,0.2165450121654501,0.0291970802919708
YFL039C,ACT1,act1-101,tsa136-37C,411,138,0.3357664233576642,1.0,0.0,0.0,0.0072463768115942,0.0,0.0072463768115942,0.0,0.0507246376811594,0.0,0.6594202898550725,0.1231884057971014,0.1521739130434782
YAL041W,CDC24,cdc24-h,tsa42-37C,1557,494,0.3172768143866409,1.0,0.0020242914979757,0.0182186234817813,0.0809716599190283,0.0141700404858299,0.0020242914979757,0.0,0.1558704453441295,0.0,0.5080971659919028,0.1376518218623481,0.0809716599190283
YER008C,SEC3,sec3-2,tsa43-37C,668,404,0.6047904191616766,1.0,0.0024752475247524,0.0024752475247524,0.0792079207920792,0.0123762376237623,0.0074257425742574,0.0,0.0346534653465346,0.0,0.5841584158415841,0.2202970297029703,0.0569306930693069
YDR170C,SEC7,sec7-1,tsa44-37C,536,245,0.457089552238806,1.0,0.0040816326530612,0.0040816326530612,0.0571428571428571,0.0285714285714285,0.0,0.0,0.0612244897959183,0.0,0.5877551020408164,0.1306122448979592,0.1265306122448979
YBL050W,SEC17,sec17-1,tsa45-37C,120,90,0.75,1.0,0.0111111111111111,0.0,0.0666666666666666,0.0,0.0111111111111111,0.0111111111111111,0.0333333333333333,0.0,0.6333333333333333,0.1555555555555555,0.0777777777777777
YDR168W,CDC37,cdc37-1,tsa317-37C,994,283,0.2847082494969818,1.0,0.0,0.0,0.03886925795053,0.0176678445229682,0.0070671378091872,0.0,0.0883392226148409,0.0,0.5653710247349824,0.1696113074204947,0.1130742049469964
YIR022W,SEC11,sec11-2,tsa318-37C,267,222,0.8314606741573034,1.0,0.0225225225225225,0.0,0.2657657657657657,0.1891891891891892,0.0,0.0,0.018018018018018,0.0,0.2702702702702703,0.2297297297297297,0.0045045045045045
YGR179C,OKP1,okp1-5,tsa227-37C,339,114,0.336283185840708,1.0,0.0,0.0087719298245614,0.0350877192982456,0.0087719298245614,0.0,0.0,0.1052631578947368,0.0,0.6140350877192983,0.1228070175438596,0.1052631578947368
YGL145W,TIP20,tip20-5,tsa271-37C,382,277,0.725130890052356,1.0,0.0108303249097472,0.0,0.1046931407942238,0.0361010830324909,0.0,0.0,0.0144404332129963,0.0,0.6064981949458483,0.1949458483754512,0.0324909747292418
YBR055C,PRP6,prp6-ts,tsa367-37C,491,169,0.3441955193482688,1.0,0.0,0.0059171597633136,0.0769230769230769,0.0059171597633136,0.0059171597633136,0.0,0.0887573964497041,0.0,0.5088757396449705,0.1420118343195266,0.165680473372781
YDL043C,PRP11,prp11-ts,tsa369-37C,632,248,0.3924050632911392,1.0,0.0,0.0040322580645161,0.0483870967741935,0.0120967741935483,0.0,0.0,0.0766129032258064,0.0,0.5362903225806451,0.1935483870967742,0.1290322580645161
YBL034C,STU1,stu1-5,tsa274-37C,509,171,0.3359528487229862,1.0,0.0,0.0,0.023391812865497,0.0058479532163742,0.0058479532163742,0.0,0.1637426900584795,0.0058479532163742,0.5263157894736842,0.1228070175438596,0.1461988304093567
YBL076C,ILS1,ils1-1,tsa275-37C,406,140,0.3448275862068966,1.0,0.0,0.0,0.0214285714285714,0.0285714285714285,0.0071428571428571,0.0,0.0642857142857142,0.0,0.5928571428571429,0.1071428571428571,0.1785714285714285
YDR356W,SPC110,spc110-221,tsa276-37C,456,200,0.4385964912280701,1.0,0.0,0.0,0.04,0.01,0.0,0.0,0.09,0.0,0.57,0.23,0.06
YDR087C,RRP1,rrp1-1,tsa181-37C,282,120,0.425531914893617,1.0,0.0,0.0,0.0416666666666666,0.0166666666666666,0.0,0.0,0.0416666666666666,0.0,0.6416666666666667,0.175,0.0833333333333333
YDR052C,DBF4,dbf4-3,tsa163-37C,788,190,0.2411167512690355,1.0,0.0210526315789473,0.0,0.0368421052631578,0.0052631578947368,0.0,0.0,0.0789473684210526,0.0,0.6210526315789474,0.1,0.1368421052631579
YFL008W,SMC1,smc1-259,tsa68-37C,233,64,0.2746781115879828,1.0,0.078125,0.0,0.109375,0.0625,0.0,0.0,0.125,0.0,0.3125,0.1875,0.125
YDR052C,DBF4,dbf4-4,tsa164-37C,600,221,0.3683333333333333,1.0,0.004524886877828,0.0,0.0271493212669683,0.004524886877828,0.004524886877828,0.0,0.0950226244343891,0.0,0.6108597285067874,0.1402714932126696,0.1131221719457013
YJL074C,SMC3,smc3-42,tsa71-37C,256,74,0.2890625,1.0,0.0135135135135135,0.0,0.054054054054054,0.027027027027027,0.0,0.0,0.054054054054054,0.0,0.5405405405405406,0.1891891891891892,0.1216216216216216
YHR027C,RPN1,rpn1-821,tsa255-37C,154,128,0.8311688311688312,1.0,0.015625,0.0,0.203125,0.0234375,0.0,0.0,0.0234375,0.0,0.4375,0.28125,0.015625
YNR011C,PRP2,prp2-1,tsa338-37C,544,236,0.4338235294117647,1.0,0.0042372881355932,0.0,0.0805084745762711,0.0127118644067796,0.0,0.0,0.0169491525423728,0.0,0.6313559322033898,0.173728813559322,0.0805084745762711
YIR008C,PRI1,pri1-m4,tsa340-37C,593,244,0.4114671163575042,1.0,0.0,0.0040983606557377,0.0491803278688524,0.0122950819672131,0.0,0.0,0.0614754098360655,0.0,0.6229508196721312,0.1967213114754098,0.0532786885245901
