ORF
YCL061C
YDL056W
YCR044C
YDR414C
YDR284C
YDR198C
YDR146C
YDR266C
YDR469W
YDR497C
YER111C
YER167W
YFR009W
YER161C
YFL025C
YER145C
YGL250W
YHR158C
YHR037W
YHR022C
YJL139C
YJL211C
YJR075W
YKL213C
YKL124W
YKR048C
YKL149C
YJR117W
YKL073W
YJR118C
YLR021W
YLR242C
YLR150W
YLR386W
YLR055C
YLR024C
YLR184W
YLR110C
YLR039C
YLR286C
YMR070W
YMR116C
YMR201C
YMR039C
YMR214W
YNL238W
YNL325C
YNL324W
YNL097C
YNL120C
YOR123C
YOR165W
YOL064C
YPL144W
YOR301W
YPL161C
YPR179C
YPR120C
YPR119W
YBR010W
YCR090C
YDL035C
YCR081W
YJL188C
YIL112W
YJR077C
YIR023W
YLR357W
YJR120W
YNL003C
YDR437W
YDL103C
YDL103C
YDL103C
YER003C
YKR068C
YPR181C
