ORF,Name,Allele,Strain ID,Num_cells,Num_cells_outliers,Penetrance,normal,Cluster_normal-0,Cluster_normal-1,Cluster_normal-10,Cluster_normal-2,Cluster_normal-3,Cluster_normal-4,Cluster_normal-5,Cluster_normal-6,Cluster_normal-7,Cluster_normal-8,Cluster_normal-9
YCR044C,PER1,per1-supp1,dma575,336,86,0.2559523809523809,1.0,0.1162790697674418,0.0,0.0116279069767441,0.2906976744186046,0.1162790697674418,0.1162790697674418,0.2209302325581395,0.0,0.0,0.0,0.127906976744186
YDR414C,ERD1,,dma1135,221,60,0.2714932126696832,1.0,0.0333333333333333,0.0,0.0,0.2166666666666666,0.1,0.2,0.2833333333333333,0.0,0.0,0.0,0.1666666666666666
YDR284C,DPP1,,dma1041,450,91,0.2022222222222222,1.0,0.0549450549450549,0.0,0.0,0.1538461538461538,0.1428571428571428,0.1538461538461538,0.3736263736263736,0.0,0.0,0.0,0.1208791208791208
YER111C,SWI4,,dma1394,308,113,0.3668831168831168,1.0,0.0088495575221238,0.0,0.0,0.247787610619469,0.0442477876106194,0.168141592920354,0.3982300884955752,0.0,0.0,0.0,0.1327433628318584
YER167W,BCK2,,dma1459,624,125,0.2003205128205128,1.0,0.04,0.0,0.0,0.216,0.16,0.264,0.216,0.0,0.0,0.0,0.104
YER161C,SPT2,,dma1464,385,88,0.2285714285714285,1.0,0.0227272727272727,0.0,0.0227272727272727,0.2613636363636363,0.0681818181818181,0.125,0.3863636363636363,0.0,0.0,0.0,0.1136363636363636
YGR135W,PRE9,,dma1892,266,71,0.2669172932330827,1.0,0.028169014084507,0.0,0.0140845070422535,0.2394366197183098,0.0985915492957746,0.1267605633802817,0.352112676056338,0.0,0.0,0.0,0.1408450704225352
YHR158C,KEL1,,dma2186,304,77,0.2532894736842105,1.0,0.0259740259740259,0.0,0.0,0.1298701298701298,0.2857142857142857,0.2207792207792207,0.1428571428571428,0.0,0.0,0.0,0.1948051948051948
YHR037W,PUT2,,dma2106,220,71,0.3227272727272727,1.0,0.0140845070422535,0.0,0.0,0.1830985915492957,0.1408450704225352,0.352112676056338,0.0985915492957746,0.0,0.0,0.0,0.2112676056338028
YJR075W,HOC1,,dma2662,488,101,0.2069672131147541,1.0,0.0693069306930693,0.0,0.0099009900990099,0.2079207920792079,0.2574257425742574,0.1881188118811881,0.1386138613861386,0.0,0.0,0.0,0.1287128712871287
YIL084C,SDS3,,dma2337,358,70,0.1955307262569832,1.0,0.0571428571428571,0.0,0.0,0.3571428571428571,0.0428571428571428,0.1,0.2857142857142857,0.0,0.0,0.0,0.1571428571428571
YKL213C,DOA1,,dma2910,246,92,0.3739837398373983,1.0,0.0,0.0,0.0,0.2282608695652173,0.0543478260869565,0.1739130434782608,0.4130434782608695,0.0,0.0,0.0,0.1304347826086956
YKR082W,NUP133,,dma3009,192,87,0.453125,1.0,0.0229885057471264,0.0,0.0344827586206896,0.3333333333333333,0.1149425287356321,0.0344827586206896,0.3103448275862069,0.0,0.0,0.0,0.1494252873563218
YJR117W,STE24,,dma2701,1507,389,0.2581287325812873,1.0,0.0179948586118251,0.0,0.0,0.2699228791773779,0.1773778920308483,0.2082262210796915,0.2107969151670951,0.0,0.0,0.0,0.1156812339331619
YJR118C,ILM1,,dma2723,371,166,0.4474393530997305,1.0,0.0301204819277108,0.0,0.0,0.1987951807228915,0.0963855421686747,0.2228915662650602,0.2289156626506024,0.0,0.0,0.0,0.2228915662650602
YLR242C,ARV1,arv1-supp1,dma3294,655,123,0.1877862595419847,1.0,0.0975609756097561,0.0,0.008130081300813,0.1951219512195122,0.1951219512195122,0.1788617886178861,0.1869918699186991,0.0,0.0,0.0,0.1382113821138211
YLR184W,,,dma3264,279,128,0.4587813620071684,1.0,0.0,0.0,0.0,0.1640625,0.2265625,0.4140625,0.0703125,0.0,0.0,0.0,0.125
YLR286C,CTS1,,dma3331,442,124,0.2805429864253393,1.0,0.0725806451612903,0.0,0.0,0.2741935483870967,0.2016129032258064,0.1854838709677419,0.1612903225806451,0.0,0.0,0.0,0.1048387096774193
YMR070W,MOT3,,dma3680,1073,212,0.1975768872320596,1.0,0.0235849056603773,0.0,0.0,0.1792452830188679,0.1084905660377358,0.1698113207547169,0.3820754716981132,0.0,0.0,0.0,0.1367924528301886
YMR039C,SUB1,,dma3653,287,100,0.3484320557491289,1.0,0.01,0.0,0.0,0.28,0.01,0.13,0.46,0.0,0.0,0.0,0.11
YNL325C,FIG4,,dma4182,514,119,0.2315175097276264,1.0,0.0336134453781512,0.0,0.0,0.1176470588235294,0.3529411764705882,0.2184873949579832,0.1176470588235294,0.0,0.0,0.0,0.1596638655462184
YNL324W,,,dma4183,387,139,0.359173126614987,1.0,0.0935251798561151,0.0,0.0,0.1654676258992805,0.316546762589928,0.1438848920863309,0.1654676258992805,0.0,0.0,0.0,0.1151079136690647
YOR123C,LEO1,,dma4542,425,81,0.1905882352941176,1.0,0.0493827160493827,0.0,0.0,0.2222222222222222,0.1234567901234567,0.1975308641975308,0.2839506172839506,0.0,0.0,0.0,0.1234567901234567
YOR165W,SEY1,,dma4562,500,127,0.254,1.0,0.0472440944881889,0.0,0.0,0.2047244094488189,0.1338582677165354,0.1732283464566929,0.2992125984251969,0.0,0.0,0.0,0.1417322834645669
YOL064C,MET22,,dma4348,496,115,0.2318548387096774,1.0,0.0260869565217391,0.0,0.0,0.2,0.1652173913043478,0.1304347826086956,0.3391304347826087,0.0,0.0,0.0,0.1391304347826087
YPL144W,POC4,,dma4881,423,90,0.2127659574468085,1.0,0.0888888888888888,0.0,0.0,0.1555555555555555,0.3555555555555555,0.1111111111111111,0.1777777777777777,0.0,0.0,0.0,0.1111111111111111
YPL161C,BEM4,,dma4906,720,206,0.2861111111111111,1.0,0.0339805825242718,0.0,0.0,0.2233009708737864,0.058252427184466,0.174757281553398,0.4029126213592233,0.0,0.0,0.0,0.1067961165048543
YPR179C,HDA3,,dma5157,1044,288,0.2758620689655172,1.0,0.0069444444444444,0.0,0.0,0.1875,0.0659722222222222,0.2361111111111111,0.3472222222222222,0.0,0.0,0.0,0.15625
YJL117W,PHO86,,dma5181,412,110,0.2669902912621359,1.0,0.0,0.0,0.0,0.3454545454545454,0.0727272727272727,0.0454545454545454,0.4272727272727272,0.0,0.0,0.0,0.109090909090909
YCR081W,SRB8,,dma597,196,57,0.2908163265306122,1.0,0.0,0.0,0.0,0.1578947368421052,0.1578947368421052,0.3333333333333333,0.1228070175438596,0.0,0.0,0.0,0.2280701754385964
